Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr21;Attr22;Attr23;Attr24;Attr25;Attr26;Attr27;Attr28;Attr29;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr37;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr55;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;class;;Ratio de solvencia;Inmovilizado(>1 ok);ROE;Ratio Beaveur;A;B;C;D;E;RATIO ALTMAN
0,016059;0,18665;0,74529;4,993;186,6;0,55475;0,031542;3,407;10,333;0,63591;0,031542;0,16899;0,035679;0,031542;1797,4;0,20307;53,577;0,031542;0,029691;10,236;0,35254;0,036334;0,015117;0,67313;0,63591;0,12013;0,3534;10,95;41,305;-0,2873;0,029691;66,263;55,084;0,19466;0,036334;10,756;?;0,63591;0,034202;36,311;0,14372;0,034202;87,342;77,106;0,53905;48,334;10,577;0,029972;0,028213;4,993;0,18665;0,18154;93,433;93,433;10064;0,032205;0,025254;0,96779;0;35,659;47,337;64,129;56,917;15,609;0;;53,577;93,433;0,53905;0,20307;0,74529;0,016059;0,031542;0,63591;10,333;11,7354652
0,18789;0,33912;0,50508;24,933;40,999;0,21145;0,19147;17,096;11,171;0,57976;0,19147;0,56611;0,12205;0,19147;570,39;0,63992;29,488;0,19147;0,10769;59,701;10,603;0,19083;0,10567;0,22024;0,57976;0,62934;11,989;32,235;46,831;0,18981;0,10769;77,561;4,706;0,56273;0,19083;18,078;619,42;0,58065;0,10732;0,11088;0,051529;0,10732;165,41;105,71;0,64603;16,334;66,692;0,1653;0,092964;24,868;0,33823;0,21249;3,7;37,057;24350;0,10482;0,32408;0,89518;0,001539;61,138;34,527;69,431;5,257;11,348;0;;29,488;37,057;0,64603;0,63992;0,50508;0,18789;0,19147;0,57976;11,171;13,019849
0,057689;0,08818;0,75872;11,017;1048,6;0,003499;0,067216;10,34;0,45493;0,91182;0,085916;0,88742;0,20049;0,067216;352,88;10,343;11,34;0,067216;0,14775;91,368;0,93702;0,063805;0,12681;0,2005;0,66016;0,92631;34,119;45,833;45,316;-0,94635;0,16423;113,35;32,927;28,283;0,21103;0,45493;71,035;0,92196;0,46387;69,049;0,033478;0,14025;249,9;158,53;0,50658;95,136;166,66;0,039812;0,087513;94,632;0,075742;0,3037;55,082;55,694;11,017;0,46387;0,063268;0,53431;0,011125;39,948;23,024;60,77;60,062;27,481;0;;11,34;55,694;0,50658;10343;0,75872;0,057689;0,067216;0,91182;0,45493;2,2150634
0,19633;0,55802;0,50349;21,163;44,425;0;0,23899;0,79205;23,382;0,44198;0,26405;0,52987;0,10894;0,23899;799,63;0,45646;1,792;0,23899;0,10221;30,848;16,402;0,22985;0,083967;0,31627;0,38731;0,38001;91,714;11,072;38,633;0,19746;0,10331;78,022;46,781;37,812;0,22815;23,382;?;0,44198;0,097579;0,31874;0,075744;0,098303;126,57;95,717;0,99351;16,782;34,184;0,21412;0,091578;17,106;0,45103;0,21376;97,196;97,196;3675;0,097579;0,4442;0,89935;0;11,832;38,133;70,409;5,184;51,419;0;;1,792;97,196;0,99351;0,45646;0,50349;0,19633;0,23899;0,44198;23,382;25,314905
0,10407;0,23306;0,43913;3,221;99,511;0,43084;0,1325;30,375;11,196;0,70792;0,1325;0,67013;0,11562;0,1325;558,08;0,65403;42,908;0,1325;0,1005;32,751;0,8176;0,13194;0,078939;0,53409;0,70792;0,53207;11,204;12,092;42,352;0,028879;0,1005;61,285;59,558;0,56611;0,13194;13,405;14,673;0,74326;0,10007;0,99043;0,050453;0,10007;122,1;89,347;0,87975;26,227;36,668;0,11201;0,084957;27,326;0,19772;0,1679;19,494;20,467;7547,1;0,10682;0,14701;0,89318;0,049923;11,145;40,852;54,738;66,681;36,304;0;;42,908;20,467;0,87975;0,65403;0,43913;0,10407;0,1325;0,70792;11,196;12,730656
0,038784;0,68714;0,071554;12,134;16,572;0,005964;0,038784;0,45531;0,82232;0,31286;0,043246;0,11568;0,19045;0,038784;1601,5;0,22791;14,553;0,038784;0,047164;15,716;?;0,026373;0,047164;0,038784;0,30283;0,22791;59,102;0,12063;39,986;0,71951;0,049602;144,85;25,199;12,295;-0,022508;0,82232;10,555;0,66474;-0,027371;0,29277;0,15884;0,032072;137;121,29;10,954;11,078;15,297;-0,091451;-0,11121;0,59203;0,33526;0,39684;0,52742;11,206;713,24;-0,027371;0,12396;0,95633;11,247;23,225;30,094;148,81;24,528;13,863;0;;14,553;11,206;10,954;0,22791;0,071554;0,038784;0,038784;0,31286;0,82232;1,2781856
0,11584;0,33048;0,49056;2,509;52,273;0,17852;0,11328;19,336;11,106;0,639;0,11328;0,34844;0,092411;0,11328;898,51;0,40623;30,259;0,11328;0,077973;75,84;14,081;0,11776;0,079736;0,17749;0,639;0,41398;0,90024;26,611;4,822;0,20019;0,077973;90,713;40,237;0,35633;0,11776;14,748;95,431;0,64438;0,081059;0,12757;0,078316;0,081059;194,51;118,67;0,38375;15,805;84,228;0,096784;0,066621;24,681;0,3251;0,24853;34,663;34,956;32560;0,099579;0,18128;0,90042;0,008426;48,127;30,757;81,68;44,687;78,807;0;;30,259;34,956;0,38375;0,40623;0,49056;0,11584;0,11328;0,639;11,106;12,614072
0,1181;0,56034;0,31627;15,644;17,022;0,1181;0,1523;0,73649;10,839;0,41269;0,1523;0,27179;0,08698;0,1523;1004,8;0,36327;17,846;0,1523;0,065078;33,012;?;0,16182;0,050466;0,1523;0,41269;0,30224;0,74944;25,632;39,714;0,076627;0,065078;94,724;38,533;0,28878;0,16182;23,561;?;0,41269;0,069145;0,68879;0,08646;0,069145;76,526;43,514;0,55798;11,867;35,78;0,11056;0,047243;15,644;0,56034;0,25952;33,446;33,446;2961,3;0,077373;0,28618;0,92263;0;11,057;83,881;87,395;41,765;18,966;0;;17,846;33,446;0,55798;0,36327;0,31627;0,1181;0,1523;0,41269;10,839;12,134068
0,069186;0,57553;0,21692;13,769;-11,098;0,18734;0,10215;0,37637;10,488;0,21661;0,10215;0,17748;0,057571;0,10215;1822,4;0,20029;17,375;0,10215;0,051016;11,617;11,267;0,090458;0,034555;0,2571;0,21661;0,14302;0,47381;10,452;42,867;0,23369;0,051016;110,03;33,172;0,15717;0,090458;20,295;?;0,21661;0,045178;0,55476;0,18267;0,045178;86,258;74,64;10,856;12,662;12,184;0,077332;0,038623;13,769;0,57553;0,30146;10,437;10,437;4198;0,046495;0,3194;0,9535;0;31,418;48,901;104,92;3,479;96,471;0;;17,375;10,437;10,856;0,20029;0,21692;0,069186;0,10215;0,21661;10,488;11,3122254
-0,00727;0,99845;-0,50975;0,48857;-3019,8;-0,037212;-0,00426;-0,011166;0,71919;-0,011149;-0,00426;-0,004274;-0,035352;-0,00426;-144000;-0,002535;10,016;-0,00426;-0,059513;625,56;0,9874;-0,027252;-0,10155;-0,034202;-0,011149;-0,005549;-27,378;-0,99361;42,829;12,333;-0,059513;3654,9;0,099865;-0,027294;-0,027252;0,13841;210,81;-0,009421;-0,38068;0,30463;-12,862;-0,38068;934,81;309,26;-0,059252;0,36548;449,9;-0,028981;-0,40484;0,48773;0,99672;10,014;-0,021731;-0,018363;-9779,1;-0,39046;0,65205;13,905;-0,15499;0,58348;11,803;5082;0,071822;0,13954;0;;10,016;-0,018363;-0,059252;-0,002535;-0,50975;-0,00727;-0,00426;-0,011149;0,71919;0,0765646
0,061651;0,88945;0,47727;19,917;-19,663;0;0,075789;0,12428;14,222;0,11055;0,1306;0,15748;0,060849;0,075789;3751,5;0,097295;11,243;0,075789;0,05329;123,04;16,834;0,090191;0,043349;0,10831;0,10825;0,0814;16,455;11,509;43,372;0,59659;0,068855;132,92;2,746;14,858;0,10063;14,222;11,738;0,51873;0,070755;0,22947;0,29372;0,063417;217,66;94,62;0,1286;0,99553;132,41;0,079441;0,055858;10,777;0,48127;0,36416;26,658;12,509;10374;0,070755;0,5577;0,94888;36,925;29,665;38,575;123,51;29,551;34,296;0;;11,243;12,509;0,1286;0,097295;0,47727;0,061651;0,075789;0,11055;14,222;15,1974691
0,069133;0,20495;0,32451;2,881;19,177;0,016454;0,087837;29,765;1,04;0,61002;0,087837;0,50913;0,10113;0,087837;597,81;0,61057;48,793;0,087837;0,070988;77,225;11,646;0,085211;0,055872;0,03357;0,61002;0,5193;0,71623;0,6452;45,225;0,067753;0,070988;52,93;68,959;0,41577;0,085211;13,141;72,553;0,64244;0,068867;0,70974;0,055;0,068867;110,5;33,274;0,26407;13,635;80,317;0,047914;0,038723;24,252;0,17252;0,14501;12,129;12,773;10807;0,038488;0,11333;0,96151;0,053152;47,264;10,97;50,893;7,172;24,601;0;;48,793;12,773;0,26407;0,61057;0,32451;0,069133;0,087837;0,61002;1,04;2,1820723
0,34132;0,39491;0,40249;20,192;72,88;0;0,42148;15,322;24,058;0,60509;0,42148;10,673;0,17931;0,42148;334,15;10,923;25,322;0,42148;0,1752;0;?;0,41544;0,14188;0,42148;0,5763;0,88934;?;19,866;32,397;0,050322;0,1752;73,244;49,833;49,833;0,4378;24,058;?;0,60509;0,18198;0,70885;0,030949;0,17269;78,509;78,509;?;20,192;0;0,40556;0,16858;20,192;0,39491;0,20067;29,866;29,866;698,93;0,18198;0,56409;0,82602;0;?;46,491;59,915;60,919;11,874;0;;25,322;29,866;?;10923;0,40249;0,34132;0,42148;0,60509;24,058;26,772774
0,16948;0,43533;0,62841;27,706;75,207;0;0,21864;12,971;23,358;0,56467;0,22169;0,61605;0,097041;0,21864;700,98;0,5207;22,971;0,21864;0,093604;26,244;13,537;0,21714;0,072555;0,3729;0,5284;0,40776;71,22;37,671;39,175;0,028329;0,093855;60,988;59,848;48,793;0,21176;23,358;?;0,56467;0,090657;10,919;0,064444;0,09296;93,096;66,852;10,091;22,974;28,861;0,20911;0,089523;22,588;0,35491;0,16709;33,851;33,851;5196,7;0,090657;0,30013;0,90753;0;13,908;54,599;55,459;65,815;140,03;0;;22,971;33,851;10,091;0,5207;0,62841;0,16948;0,21864;0,56467;23,358;25,409678
0,07191;0,75637;0,11496;1,152;-31,07;0;0,07191;0,32242;2,012;0,24387;0,10462;0,095072;0,054387;0,07191;2522,9;0,14467;13,221;0,07191;0,03574;49,824;0,77221;0,10462;0,03574;0,19828;0,23906;0,14467;31,985;0,89346;36,189;0,37521;0,038848;144,32;25,291;25,291;0,099086;2,012;?;0,24387;0,049247;0,00477;0,17738;0,051996;157,41;107,59;0,26182;0,78887;52,405;0,0671;0,033349;1,152;0,75637;0,3954;18,953;18,953;478;0,049247;0,29487;0,96438;0;73,257;33,925;137,21;26,601;15,637;0;;13,221;18,953;0,26182;0,14467;0,11496;0,07191;0,07191;0,24387;2,012;2,634251
0,078455;0,63935;0,14939;13,263;-15,479;0,14364;0,097379;0,51033;1,081;0,32628;0,097379;0,21271;0,083813;0,097379;1635,9;0,22312;15,641;0,097379;0,057213;46,095;12,181;0,12484;0,046095;0,1751;0,32628;0,19352;0,79283;0,38032;46,972;0,31599;0,057213;106,12;34,394;0,19526;0,12484;17,091;21,606;0,50782;0,073345;0,2222;0,12356;0,073345;108,4;62,302;0,365;0,8568;49,827;0,079563;0,046746;0,94971;0,4578;0,29075;0,83064;12,928;7439;0,074892;0,24045;0,92511;0,5564;79,183;58,586;98,175;37,178;4,333;0;;15,641;12,928;0,365;0,22312;0,14939;0,078455;0,097379;0,32628;1,081;1,8872237
0,037787;0,75857;0,020018;10,322;-80,485;0;0,049355;0,31827;17,655;0,24143;0,069243;0,079405;0,052921;0,049355;2963,5;0,12317;13,183;0,049355;0,027956;80,733;12,595;0,060511;0,021403;0,11877;0,21751;0,10792;30,426;0,055851;39,223;0,42613;0,027956;132,76;27,493;22,527;0,056608;17,655;18,786;0,37509;0,032064;0,012809;0,24177;0,034275;131;50,265;0,096766;0,40396;83,408;0,016436;0,00931;0,84578;0,62156;0,36373;0,6736;10,465;167,37;0,032064;0,15651;0,9724;0,5536;4,521;72,615;128,51;28,403;49,257;0;;13,183;10,465;0,096766;0,12317;0,020018;0,037787;0,049355;0,24143;17,655;18,0396529
0,046517;0,28431;0,44924;25,801;84,004;0,14526;0,063559;23,789;11,159;0,67636;0,063559;0,22355;0,077621;0,063559;1165,3;0,31322;35,172;0,063559;0,055399;67,804;11,503;0,096348;0,040545;0,16437;0,67636;0,25328;0,93716;16,861;40,856;0,1189;0,055399;100,94;3,616;0,33888;0,096348;11,563;?;0,67636;0,08398;0,52784;0,076716;0,08398;185,63;117,83;0,21826;18,305;75,665;0,070854;0,061758;25,801;0,28431;0,27655;25,384;25,384;5470,7;0,10389;0,068776;0,89611;0;53,831;30,978;90,453;40,353;43,059;0;;35,172;25,384;0,21826;0,31322;0,44924;0,046517;0,063559;0,67636;11,159;12,3787725
0,3351;0,58351;0,41899;17,212;30,707;0,066237;0,41571;0,71377;40,656;0,41649;0,41479;0,71549;0,10254;0,41571;510,91;0,71441;17,138;0,41571;0,10225;92,048;?;0,3771;0,082425;0,41571;0,40134;0,57627;-409,93;?;38,196;0,12489;0,10225;57,292;63,709;63,436;0,36402;40,656;?;0,41649;0,089538;0,13186;0,051421;0,092755;82,901;73,696;32,684;15,447;10,11;0,37594;0,092471;17,138;0,58101;0,15696;?;?;2765,6;0,089538;0,80459;0,89933;0;39,653;49,528;52,162;69,974;?;0;;17,138;?;32,684;0,71441;0,41899;0,3351;0,41571;0,41649;40,656;43,249665
0,074772;0,41594;0,37466;30,767;-50,109;0,30823;0,088567;14,042;0,70844;0,58406;0,10543;0,49092;0,16917;0,088567;1266,8;0,28814;24,042;0,088567;0,12502;64,38;12,366;0,092209;0,10554;0,26052;0,52974;0,25497;54,668;0,84207;5,015;0,58712;0,12502;144,2;25,357;10,998;0,25178;0,70844;18,261;0,81959;0,3554;17,123;0,11227;0,13016;126,82;62,444;0,59838;23,841;99,7;0,060928;0,086004;13,345;0,18041;0,39436;13,127;18,421;30,767;0,3554;0;0,65565;0,40327;56,694;58,452;92,95;39,269;15,922;0;;24,042;18,421;0,59838;0,28814;0,37466;0,074772;0,088567;0,58406;0,70844;1,9054199
-0,017262;0,18048;0,66732;60,461;239,57;0;0,35086;45,406;0,66325;0,81952;0,35181;26,531;0,54803;0,35086;181,24;20,139;55,406;0,35086;0,52899;38,401;?;0,19081;-0,026026;0,35086;0,79859;-0,02567;200,48;33,293;39,465;-0,03428;0,53043;85,721;4,258;31,199;0,10016;0,66325;?;0,81952;0,15101;32,851;0,029573;0,28769;200,93;162,53;-0,24737;55,185;45,232;0,17818;0,26865;44,301;0,13224;0,23485;40,886;40,886;5900;0,15101;-0,021063;0,61715;0;95,049;22,457;72,776;50,154;3,309;0;;55,406;40,886;-0,24737;20139;0,66732;-0,017262;0,35086;0,81952;0,66325;3,0894172
0,006613;0,99991;0,64769;2,936;-22,517;-0,014215;0,007671;0,000093;14,173;0,000093;0,00973;0,022929;0,009814;0,007671;26239;0,013911;10,001;0,007671;0,005412;189,04;?;0,009155;0,004666;0,007671;-0,006631;0,012852;4,446;36,468;38,713;0,70542;0,006865;86,554;4,217;14,109;0,006528;14,173;?;0,000093;0,004606;0,004661;21,652;0,006459;252,55;63,507;0,009008;0,74179;189,92;0,002917;0,002058;0,98233;0,33455;0,23713;0,00524;0,00524;4815,9;0,004606;71,053;0,9946;0;19,308;57,474;86,155;42,365;79,802;0;;10,001;0,00524;0,009008;0,013911;0,64769;0,006613;0,007671;0,000093;14,173;14,9848563
0,14899;0,56268;0,29622;15,264;-11,504;0,58417;0,18189;0,59419;12,049;0,33434;0,18189;0,32326;0,18234;0,18189;1057,2;0,34524;17,772;0,18189;0,17073;46,451;10,693;0,1876;0,13985;0,71693;0,33434;0,28676;21,217;20,995;46,884;0,52783;0,17073;232,27;15,714;0,3334;0,1876;11,587;?;0,33434;0,17609;0,33564;0,09251;0,17609;229,56;183,11;10,989;12,855;55,967;0,17523;0,16448;15,264;0,56268;0,63636;23,696;23,696;14455;0,17003;0,44562;0,82997;0;78,578;19,933;192,78;18,934;75,509;0;;17,772;23,696;10,989;0,34524;0,29622;0,14899;0,18189;0,33434;12,049;13,413891
0,005923;0,9089;0,083601;10,922;-173,04;0;0,006653;0,10023;0,8208;0,091097;0,10198;0,007338;0,014595;0,006653;27693;0,01318;11,002;0,006653;0,008106;195,27;0,45087;0,061226;0,007216;0,071647;0,08773;0,012377;0,64229;85,643;41,718;11,069;0,037164;438,68;0,83204;0,82997;0,066436;0,8208;243,22;0,093363;0,080941;0,005442;0,45523;0,074594;438,15;242,89;0,013489;0,60788;212,46;0,0559;0,068104;10,895;0,90664;12,019;93,321;95,643;1241,7;0,080941;0,06502;0,99228;0,024875;18,692;15,028;403,17;0,90532;84,084;0;;11,002;95,643;0,013489;0,01318;0,083601;0,005923;0,006653;0,091097;0,8208;1,0060265
0,059094;0,74261;0,1032;11,946;-34,477;0;0,067785;0,3466;12,066;0,25739;0,13415;0,1278;0,062426;0,067785;3598,4;0,10143;13,466;0,067785;0,056177;55,154;0,74239;0,039388;0,048974;0,11599;0,097769;0,089729;0,59347;0,28166;45,751;0,5864;0,074854;166,45;21,928;15,661;0,043622;12,066;2,627;0,42916;0,036151;0,12551;0,52748;0,032643;171,52;116,37;0,3241;0,85081;57,223;0,031848;0,026394;0,85319;0,53038;0,45604;0,70246;11,713;3879,4;0,036151;0,22959;0,94828;0,66737;66,178;31,367;160,44;2,275;32,931;0;;13,466;11,713;0,3241;0,10143;0,1032;0,059094;0,067785;0,25739;12,066;12,6506961
0,092481;0,38926;0,39353;22,293;13,542;0,21551;0,12426;14,965;1,066;0,58254;0,12426;0,38815;0,096105;0,12426;753,4;0,48447;2,569;0,12426;0,063324;60,554;1,111;0,1348;0,04713;0,29;0,58254;0,40284;0,73228;13,743;4,076;0,12723;0,063324;63,476;57,502;0,3463;0,1348;20,511;56,146;0,65167;0,068696;0,43968;0,064268;0,068696;106,56;46,011;0,28408;12,124;64,549;0,070474;0,035914;18,334;0,32013;0,17391;20,344;22,758;4688;0,061893;0,15876;0,93811;0,11866;60,276;79,329;59,547;61,296;6,853;0;;2,569;22,758;0,28408;0,48447;0,39353;0,092481;0,12426;0,58254;1,066;2,4272914
0,090728;0,60425;0,22713;13,794;-34,794;0,24984;0,11264;0,47024;10,595;0,28414;0,11264;0,18815;0,078324;0,11264;1651,9;0,22096;1,655;0,11264;0,06608;81,015;16,995;0,094191;0,053225;0,31197;0,28414;0,18469;0,58545;13,039;50,098;0,32793;0,06608;135,82;26,873;0,15588;0,094191;17,338;80,504;0,2897;0,055257;0,079357;0,17265;0,055257;166,66;85,641;0,2398;0,74741;85,836;0,073319;0,043012;13,667;0,59869;0,37212;16,313;16,632;23230;0,056165;0,3193;0,94384;0,019562;45,053;4,262;128,2;28,472;97,862;0;;1,655;16,632;0,2398;0,22096;0,22713;0,090728;0,11264;0,28414;10,595;11,5367712
0,25628;0,50532;0,19815;15,138;47,614;0;0,25628;0,97895;22,369;0,49468;0,27875;0,66457;0,13519;0,25628;609,94;0,59842;1,979;0,25628;0,11457;27,788;12,981;0,27303;0,11457;0,36721;0,32037;0,59842;12,152;0,47609;3,808;0,1563;0,11717;69,184;52,758;40,263;0,2023;22,369;21,479;0,51393;0,090438;0,40776;0,052779;0,12206;69,602;41,814;15,049;10,722;30,551;0,22693;0,10145;11,553;0,38564;0,18954;11,885;12,348;1273,5;0,090438;0,51808;0,89036;0,038915;13,135;87,292;62,927;58,004;53,743;0;;1,979;12,348;15,049;0,59842;0,19815;0,25628;0,25628;0,49468;22,369;24,108104
0,30436;0,31855;0,42601;23,373;15,769;0,82208;0,37764;17,019;11,435;0,54213;0,37764;11,855;0,13491;0,37764;284,38;12,835;31,392;0,37764;0,12461;35,505;11,603;0,38766;0,10043;0,99382;0,54213;10,535;14,627;16,677;46,001;0,077836;0,12461;43,871;83,199;1,217;0,38766;30,427;?;0,54213;0,12792;0,31123;0,025002;0,12792;77,733;42,228;10,324;14,119;40,6;0,35645;0,11762;23,373;0,31855;0,12019;21,223;21,223;16964;0,12549;0,56142;0,87451;0;10,28;86,437;38,365;95,138;11,864;0;;31,392;21,223;10,324;12835;0,42601;0,30436;0,37764;0,54213;11,435;13,943806
0,34759;0,22994;0,72133;41,371;86,275;0;0,43601;33,491;26,434;0,77006;0,44185;18,962;0,16748;0,43601;189,58;19,253;43,491;0,43601;0,16495;25,066;13,316;0,41808;0,1315;0,72093;0,74293;15,408;71,653;14,802;35,665;-0,078646;0,1658;37,771;96,634;96,634;0,42141;26,434;?;0,77006;0,15942;19,429;0,018044;0,15816;69,666;44,6;19,148;33,476;29,82;0,41138;0,15563;41,371;0,22994;0,10348;15,802;15,802;2658,4;0,15942;0,45138;0,83683;0;14,562;81,838;31,75;11,496;54,244;0;;43,491;15,802;19,148;19253;0,72133;0,34759;0,43601;0,77006;26,434;29,687091
0,07506;0,38227;0,19179;1,734;-50,041;0,4349;0,096393;16,159;0,84041;0,61773;0,11778;0,3689;0,14776;0,096393;1123,6;0,32484;26,159;0,096393;0,1147;115,33;10,967;0,11355;0,089313;0,20775;0,46499;0,26904;53,102;0,35068;47,869;0,45487;0,1147;142,3;2,58;17,635;0,17016;0,84041;15,502;0,7387;0,20248;0,059515;0,09016;0,13511;190,03;74,698;0,28266;0,71774;143,77;0,085759;0,10204;11,852;0,2613;0,3876;11,295;13,507;1,734;0,20248;0;0,81378;0,19584;31,649;48,863;113,48;32,163;15,366;0;;26,159;13,507;0,28266;0,32484;0,19179;0,07506;0,096393;0,61773;0,84041;1,8643769
0,092824;0,36815;0,24356;16,616;-36,018;0,20863;0,11576;16,284;11,103;0,59949;0,11576;0,31444;0,10408;0,11576;976,48;0,37379;27,163;0,11576;0,087559;82,365;11,724;0,1212;0,07021;0,26061;0,59949;0,31149;10,178;0,62726;43,294;0,25083;0,087559;112,85;32,345;0,32921;0,1212;13,331;?;0,59949;0,09167;0,26809;0,084612;0,09167;141,63;59,266;0,31114;0,8512;91,449;0,099348;0,075144;16,616;0,36815;0,30917;15,439;15,439;5199,6;0,099338;0,15484;0,90066;0;44,315;61,587;101,64;35,912;34,049;0;;27,163;15,439;0,31114;0,37379;0,24356;0,092824;0,11576;0,59949;11,103;12,2669276
0,10562;0,20264;0,54659;3,825;83,118;0,31082;0,1318;31,427;11,189;0,63683;0,1318;0,68117;0,1209;0,1318;429,39;0,85005;4,935;0,1318;0,092509;65,797;0,99501;0,14388;0,074136;0,39356;0,63683;0,72087;1,13;21,028;37,374;-0,037261;0,092509;55,464;65,809;0,71003;0,14388;1,439;52,8;0,64598;0,10099;13,482;0,036142;0,10099;122,78;56,98;0,41126;24,976;73,619;0,10342;0,072594;36,522;0,19348;0,15196;2,45;24,852;2986;0,10626;0,16585;0,89374;0,014372;55,474;64,058;49,57;73,633;5,481;0;;4,935;24,852;0,41126;0,85005;0,54659;0,10562;0,1318;0,63683;11,189;12,809814
0,13243;0,16666;0,59215;51,757;38,735;0,000379;0,16537;50,004;20,204;0,83334;0,16738;11,662;0,09828;0,16537;306,34;11,915;60,004;0,16537;0,081851;71,25;?;0,1654;0,065543;0,16537;0,72298;0,99379;82,46;22,257;39,078;-0,001676;0,081851;27,905;13,08;11,13;0,16559;20,204;54,755;0,83955;0,081957;12,114;0,027972;0,081866;101,56;30,309;0,33577;23,945;77,611;0,13221;0,065437;4,404;0,14181;0,076453;31,323;31,556;4788,5;0,081957;0,15891;0,91829;0,007442;51,228;12,043;25,618;14,248;75,943;0;;60,004;31,556;0,33577;11915;0,59215;0,13243;0,16537;0,83334;20,204;22,145707
0,12819;0,67274;0,23658;21,796;-25,14;0,25714;0,16614;0,44943;11,946;0,30235;0,16614;0,82839;0,17073;0,16614;1164,8;0,31335;14,865;0,16614;0,13456;90,351;13,538;0,17183;0,10382;0,33763;0,30235;0,25694;16,625;0,42032;42,309;0,54417;0,13456;70,826;51,535;0,25542;0,17183;12,446;0,27849;0,77453;0,13916;0,004166;0,10216;0,13916;128,98;38,626;0,41942;0,65566;107,93;0,12717;0,10299;0,64979;0,20056;0,19404;0,53717;13,761;4026,1;0,16291;0,42399;0,83709;15,617;40,398;94,497;59,288;61,564;21,937;0;;14,865;13,761;0,41942;0,31335;0,23658;0,12819;0,16614;0,30235;11,946;13,139034
0,12707;0,27853;0,58951;35,467;89,511;0,000024;0,12707;25,903;17,212;0,72147;0,13514;0,54893;0,081522;0,12707;724,52;0,50378;35,903;0,12707;0,073825;48,029;11,583;0;0,073825;0,22326;0,50207;0,50378;0;32,932;3,961;0,16182;0,16721;72,581;50,288;41,795;0,00341;17,212;43,964;0,735;0,001981;14,446;0,7008;0;103,19;55,156;0,56104;25,682;71,016;-0,013248;-0,007697;29,476;0,23148;0,19885;40,304;4,106;5388,5;0,32368;0,17612;0,68607;0,018743;75,995;66,176;49,088;74,356;96,154;0;;35,903;4,106;0,56104;0,50378;0,58951;0,12707;0,12707;0,72147;17,212;18,949523
0,044544;0,63837;0,24565;15,873;-34,013;0,0742;0,049999;0,50593;10,828;0,32297;0,049999;0,11954;0,07676;0,049999;3176,5;0,11491;15,665;0,049999;0,052321;107,97;11,233;0,068396;0,046612;0,077079;0,32297;0,10636;0,77498;0,73093;48,953;0,45653;0,052321;172,98;2,11;0,10714;0,068396;0,98443;17,321;0,54308;0,071572;0,58878;0,22875;0,071572;159,52;51,556;0,15758;0,9115;116,9;0,045041;0,047132;1,04;0,41827;0,47393;0,96099;16,159;19305;0,076466;0,13792;0,92353;0,68151;33,807;70,797;159,76;22,847;28,434;0;;15,665;16,159;0,15758;0,11491;0,24565;0,044544;0,049999;0,32297;10,828;11,5439203
0,080473;0,66107;0,047448;10,775;-32,951;0;0,099778;0,5127;22,936;0,33893;0,1052;0,16302;0,087795;0,099778;1198,3;0,30461;15,127;0,099778;0,043503;36,838;11,711;0,082745;0,035086;0,14121;0,17127;0,2754;15,255;0,13936;39,517;0,25556;0,045554;100,72;36,241;33,555;0,075372;22,936;271,98;0,3405;0,032862;0,13824;0,11954;0,036077;91,491;54,653;0,34764;0,69932;38,09;-0,018842;-0,008215;0,99766;0,61208;0,27593;0,99546;10,001;424,49;0,032862;0,23743;0,95745;0,004643;99,081;66,785;97,406;37,472;67,364;0;;15,127;10,001;0,34764;0,30461;0,047448;0,080473;0,099778;0,33893;22,936;23,6382252
0,098959;0,89948;0,005879;10,065;-120,43;0;0,098959;0,11176;2,191;0,10052;0,10621;0,11003;0,048789;0,098959;3071,3;0,11884;11,118;0,098959;0,045166;116,61;0,99338;0,10469;0,045166;0,21861;0,099132;0,11884;14,446;0,062039;43,333;0,39135;0,047215;156,73;23,288;23,285;0,096583;2,191;?;0,10052;0,044081;0,051082;0,2662;0,047783;143,15;26,542;0,14138;0,22824;121,98;0,096754;0,04416;10,064;0,89936;0,4294;10,608;10,608;126,65;0,044081;0,98443;0,95516;0;31,302;13,752;149,82;24,362;23,12;0;;11,118;10,608;0,14138;0,11884;0,005879;0,098959;0,098959;0,10052;2,191;2,7234741
